app,machine,scene,layout,intersect,ray_count,hits,trace_time-ms,group,ray_type,total-memory-b,bvh-memory-b
rt,cuda,san-miguel-x35-y22-z47,pbrt,mt,8388608,8376082,131,bvh2,primary,418586432,64615136
rt,cuda,san-miguel-x35-y22-z47,pbrt,mt,262144,261744,38,bvh2,primary,418586432,64615136
rt,cuda,san-miguel-x35-y22-z47,pbrt,mt,524288,523487,36,bvh2,primary,418586432,64615136
rt,cuda,san-miguel-x35-y22-z47,pbrt,mt,1048576,1046997,39,bvh2,primary,418586432,64615136
rt,cuda,san-miguel-x35-y22-z47,pbrt,mt,2097152,2094006,58,bvh2,primary,418586432,64615136
rt,cuda,san-miguel-x35-y22-z47,pbrt,mt,4194304,4188024,83,bvh2,primary,418586432,64615136
rt,cuda,san-miguel-x35-y22-z47,pbrt,mt,8388608,8376082,131,bvh2,primary,418586432,64615136
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16,mt,262144,261744,37,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16,mt,524288,523487,35,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16,mt,1048576,1046997,37,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16,mt,2097152,2094006,57,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16,mt,4194304,4188024,84,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16,mt,8388608,8376082,133,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16,mt,262144,261744,37,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16,mt,524288,523487,35,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16,mt,1048576,1046997,38,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16,mt,2097152,2094006,58,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16,mt,4194304,4188024,83,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16,mt,8388608,8376082,133,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16,mt,262144,261744,36,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16,mt,524288,523487,35,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16,mt,1048576,1046997,37,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16,mt,2097152,2094006,58,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16,mt,4194304,4188024,82,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16,mt,8388608,8376082,132,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16,mt,262144,261744,37,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16,mt,524288,523487,35,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16,mt,1048576,1046997,37,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16,mt,2097152,2094006,57,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16,mt,4194304,4188024,84,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16,mt,8388608,8376082,135,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16,mt,262144,261744,35,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16,mt,524288,523487,33,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16,mt,1048576,1046997,36,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16,mt,2097152,2094006,56,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16,mt,4194304,4188024,81,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16,mt,8388608,8376082,132,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16,mt,262144,261744,36,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16,mt,524288,523487,34,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16,mt,1048576,1046997,37,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16,mt,2097152,2094006,56,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16,mt,4194304,4188024,81,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16,mt,8388608,8376082,132,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16,mt,262144,261744,37,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16,mt,524288,523487,35,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16,mt,1048576,1046997,37,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16,mt,2097152,2094006,58,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16,mt,4194304,4188024,84,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16,mt,8388608,8376082,133,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16,mt,262144,261744,35,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16,mt,524288,523487,34,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16,mt,1048576,1046997,36,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16,mt,2097152,2094006,55,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16,mt,4194304,4188024,81,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16,mt,8388608,8376082,131,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16,mt,262144,261744,37,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16,mt,524288,523487,35,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16,mt,1048576,1046997,38,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16,mt,2097152,2094006,57,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16,mt,4194304,4188024,82,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16,mt,8388608,8376082,132,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16-soaos,mt,262144,261744,36,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16-soaos,mt,524288,523487,35,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16-soaos,mt,1048576,1046997,45,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16-soaos,mt,2097152,2094006,58,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16-soaos,mt,4194304,4188024,84,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16-soaos,mt,8388608,8376082,136,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16-soaos,mt,262144,261744,36,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16-soaos,mt,524288,523487,36,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16-soaos,mt,1048576,1046997,46,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16-soaos,mt,2097152,2094006,59,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16-soaos,mt,4194304,4188024,84,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16-soaos,mt,8388608,8376082,136,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16-soaos,mt,262144,261744,37,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16-soaos,mt,524288,523487,36,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16-soaos,mt,1048576,1046997,46,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16-soaos,mt,2097152,2094006,59,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16-soaos,mt,4194304,4188024,85,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16-soaos,mt,8388608,8376082,137,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16-soaos,mt,262144,261744,37,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16-soaos,mt,524288,523487,36,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16-soaos,mt,1048576,1046997,46,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16-soaos,mt,2097152,2094006,59,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16-soaos,mt,4194304,4188024,84,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16-soaos,mt,8388608,8376082,135,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16-soaos,mt,262144,261744,35,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16-soaos,mt,524288,523487,35,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16-soaos,mt,1048576,1046997,45,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16-soaos,mt,2097152,2094006,57,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16-soaos,mt,4194304,4188024,83,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16-soaos,mt,8388608,8376082,135,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16-soaos,mt,262144,261744,36,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16-soaos,mt,524288,523487,35,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16-soaos,mt,1048576,1046997,45,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16-soaos,mt,2097152,2094006,58,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16-soaos,mt,4194304,4188024,83,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16-soaos,mt,8388608,8376082,134,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16-soaos,mt,262144,261744,36,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16-soaos,mt,524288,523487,35,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16-soaos,mt,1048576,1046997,45,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16-soaos,mt,2097152,2094006,58,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16-soaos,mt,4194304,4188024,84,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16-soaos,mt,8388608,8376082,135,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16-soaos,mt,262144,261744,36,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16-soaos,mt,524288,523487,35,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16-soaos,mt,1048576,1046997,45,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16-soaos,mt,2097152,2094006,58,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16-soaos,mt,4194304,4188024,84,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16-soaos,mt,8388608,8376082,136,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16-soaos,mt,262144,261744,36,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16-soaos,mt,524288,523487,35,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16-soaos,mt,1048576,1046997,45,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16-soaos,mt,2097152,2094006,58,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16-soaos,mt,4194304,4188024,84,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-q16-soaos,mt,8388608,8376082,135,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos-align16,mt,262144,261744,39,bvh2,primary,450894000,96922704
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos-align16,mt,524288,523487,38,bvh2,primary,450894000,96922704
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos-align16,mt,1048576,1046997,41,bvh2,primary,450894000,96922704
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos-align16,mt,2097152,2094006,61,bvh2,primary,450894000,96922704
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos-align16,mt,4194304,4188024,85,bvh2,primary,450894000,96922704
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos-align16,mt,8388608,8376082,134,bvh2,primary,450894000,96922704
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos-align16,mt,262144,261744,41,bvh2,primary,450894000,96922704
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos-align16,mt,524288,523487,39,bvh2,primary,450894000,96922704
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos-align16,mt,1048576,1046997,42,bvh2,primary,450894000,96922704
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos-align16,mt,2097152,2094006,61,bvh2,primary,450894000,96922704
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos-align16,mt,4194304,4188024,87,bvh2,primary,450894000,96922704
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos-align16,mt,8388608,8376082,135,bvh2,primary,450894000,96922704
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos-align16,mt,262144,261744,40,bvh2,primary,450894000,96922704
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos-align16,mt,524288,523487,39,bvh2,primary,450894000,96922704
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos-align16,mt,1048576,1046997,42,bvh2,primary,450894000,96922704
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos-align16,mt,2097152,2094006,61,bvh2,primary,450894000,96922704
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos-align16,mt,4194304,4188024,87,bvh2,primary,450894000,96922704
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos-align16,mt,8388608,8376082,136,bvh2,primary,450894000,96922704
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos-align16,mt,262144,261744,42,bvh2,primary,450894000,96922704
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos-align16,mt,524288,523487,40,bvh2,primary,450894000,96922704
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos-align16,mt,1048576,1046997,43,bvh2,primary,450894000,96922704
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos-align16,mt,2097152,2094006,63,bvh2,primary,450894000,96922704
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos-align16,mt,4194304,4188024,88,bvh2,primary,450894000,96922704
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos-align16,mt,8388608,8376082,138,bvh2,primary,450894000,96922704
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos-align16,mt,262144,261744,41,bvh2,primary,450894000,96922704
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos-align16,mt,524288,523487,40,bvh2,primary,450894000,96922704
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos-align16,mt,1048576,1046997,43,bvh2,primary,450894000,96922704
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos-align16,mt,2097152,2094006,63,bvh2,primary,450894000,96922704
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos-align16,mt,4194304,4188024,86,bvh2,primary,450894000,96922704
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos-align16,mt,8388608,8376082,135,bvh2,primary,450894000,96922704
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos-align16,mt,262144,261744,41,bvh2,primary,450894000,96922704
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos-align16,mt,524288,523487,39,bvh2,primary,450894000,96922704
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos-align16,mt,1048576,1046997,42,bvh2,primary,450894000,96922704
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos-align16,mt,2097152,2094006,62,bvh2,primary,450894000,96922704
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos-align16,mt,4194304,4188024,88,bvh2,primary,450894000,96922704
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos-align16,mt,8388608,8376082,137,bvh2,primary,450894000,96922704
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos-align16,mt,262144,261744,40,bvh2,primary,450894000,96922704
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos-align16,mt,524288,523487,38,bvh2,primary,450894000,96922704
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos-align16,mt,1048576,1046997,41,bvh2,primary,450894000,96922704
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos-align16,mt,2097152,2094006,60,bvh2,primary,450894000,96922704
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos-align16,mt,4194304,4188024,85,bvh2,primary,450894000,96922704
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos-align16,mt,8388608,8376082,134,bvh2,primary,450894000,96922704
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos-align16,mt,262144,261744,40,bvh2,primary,450894000,96922704
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos-align16,mt,524288,523487,39,bvh2,primary,450894000,96922704
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos-align16,mt,1048576,1046997,42,bvh2,primary,450894000,96922704
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos-align16,mt,2097152,2094006,62,bvh2,primary,450894000,96922704
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos-align16,mt,4194304,4188024,86,bvh2,primary,450894000,96922704
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos-align16,mt,8388608,8376082,136,bvh2,primary,450894000,96922704
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos-align16,mt,262144,261744,40,bvh2,primary,450894000,96922704
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos-align16,mt,524288,523487,40,bvh2,primary,450894000,96922704
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos-align16,mt,1048576,1046997,43,bvh2,primary,450894000,96922704
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos-align16,mt,2097152,2094006,63,bvh2,primary,450894000,96922704
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos-align16,mt,4194304,4188024,89,bvh2,primary,450894000,96922704
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos-align16,mt,8388608,8376082,136,bvh2,primary,450894000,96922704
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos,mt,262144,261744,39,bvh2,primary,418586432,64615136
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos,mt,524288,523487,37,bvh2,primary,418586432,64615136
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos,mt,1048576,1046997,47,bvh2,primary,418586432,64615136
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos,mt,2097152,2094006,60,bvh2,primary,418586432,64615136
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos,mt,4194304,4188024,85,bvh2,primary,418586432,64615136
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos,mt,8388608,8376082,137,bvh2,primary,418586432,64615136
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos,mt,262144,261744,38,bvh2,primary,418586432,64615136
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos,mt,524288,523487,37,bvh2,primary,418586432,64615136
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos,mt,1048576,1046997,47,bvh2,primary,418586432,64615136
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos,mt,2097152,2094006,61,bvh2,primary,418586432,64615136
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos,mt,4194304,4188024,86,bvh2,primary,418586432,64615136
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos,mt,8388608,8376082,135,bvh2,primary,418586432,64615136
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos,mt,262144,261744,37,bvh2,primary,418586432,64615136
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos,mt,524288,523487,36,bvh2,primary,418586432,64615136
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos,mt,1048576,1046997,46,bvh2,primary,418586432,64615136
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos,mt,2097152,2094006,59,bvh2,primary,418586432,64615136
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos,mt,4194304,4188024,85,bvh2,primary,418586432,64615136
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos,mt,8388608,8376082,137,bvh2,primary,418586432,64615136
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos,mt,262144,261744,39,bvh2,primary,418586432,64615136
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos,mt,524288,523487,38,bvh2,primary,418586432,64615136
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos,mt,1048576,1046997,49,bvh2,primary,418586432,64615136
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos,mt,2097152,2094006,61,bvh2,primary,418586432,64615136
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos,mt,4194304,4188024,85,bvh2,primary,418586432,64615136
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos,mt,8388608,8376082,137,bvh2,primary,418586432,64615136
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos,mt,262144,261744,39,bvh2,primary,418586432,64615136
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos,mt,524288,523487,38,bvh2,primary,418586432,64615136
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos,mt,1048576,1046997,49,bvh2,primary,418586432,64615136
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos,mt,2097152,2094006,60,bvh2,primary,418586432,64615136
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos,mt,4194304,4188024,86,bvh2,primary,418586432,64615136
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos,mt,8388608,8376082,137,bvh2,primary,418586432,64615136
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos,mt,262144,261744,37,bvh2,primary,418586432,64615136
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos,mt,524288,523487,36,bvh2,primary,418586432,64615136
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos,mt,1048576,1046997,46,bvh2,primary,418586432,64615136
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos,mt,2097152,2094006,60,bvh2,primary,418586432,64615136
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos,mt,4194304,4188024,84,bvh2,primary,418586432,64615136
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos,mt,8388608,8376082,135,bvh2,primary,418586432,64615136
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos,mt,262144,261744,38,bvh2,primary,418586432,64615136
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos,mt,524288,523487,37,bvh2,primary,418586432,64615136
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos,mt,1048576,1046997,47,bvh2,primary,418586432,64615136
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos,mt,2097152,2094006,61,bvh2,primary,418586432,64615136
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos,mt,4194304,4188024,86,bvh2,primary,418586432,64615136
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos,mt,8388608,8376082,135,bvh2,primary,418586432,64615136
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos,mt,262144,261744,40,bvh2,primary,418586432,64615136
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos,mt,524288,523487,38,bvh2,primary,418586432,64615136
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos,mt,1048576,1046997,49,bvh2,primary,418586432,64615136
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos,mt,2097152,2094006,61,bvh2,primary,418586432,64615136
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos,mt,4194304,4188024,86,bvh2,primary,418586432,64615136
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos,mt,8388608,8376082,137,bvh2,primary,418586432,64615136
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos,mt,262144,261744,38,bvh2,primary,418586432,64615136
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos,mt,524288,523487,37,bvh2,primary,418586432,64615136
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos,mt,1048576,1046997,47,bvh2,primary,418586432,64615136
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos,mt,2097152,2094006,60,bvh2,primary,418586432,64615136
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos,mt,4194304,4188024,84,bvh2,primary,418586432,64615136
rt,cuda,san-miguel-x35-y22-z47,pbrt-soaos,mt,8388608,8376082,135,bvh2,primary,418586432,64615136
rt,cuda,san-miguel-x35-y22-z47,sg-eq-align16,mt,262144,261744,35,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,sg-eq-align16,mt,524288,523487,33,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,sg-eq-align16,mt,1048576,1046997,36,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,sg-eq-align16,mt,2097152,2094006,56,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,sg-eq-align16,mt,4194304,4188024,82,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,sg-eq-align16,mt,8388608,8376082,134,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,sg-eq-align16,mt,262144,261744,37,bvh2,primary,386278864,32307568
rt,cuda,san-miguel-x35-y22-z47,sg-eq-align16,mt,524288,523487,35,bvh2,primary,386278864,32307568
