app,machine,scene,layout,query-count,cpq-time-ms,fcpw-cpq-time-ms,build-time-ms,fcpw-build-time-ms,group,total-memory-b,bvh-memory-b
cpq,cuda,power-plant,pbrt-soaos-align16,1048576,114,NA,NA,NA,bvh2,585663528,126330672
cpq,cuda,power-plant,pbrt-soaos-align16,1048576,114,NA,NA,NA,bvh2,585663528,126330672
cpq,cuda,power-plant,pbrt-soaos,1048576,130,NA,NA,NA,bvh2,543553304,84220448
cpq,cuda,power-plant,pbrt-soaos,1048576,129,NA,NA,NA,bvh2,543553304,84220448
cpq,cuda,power-plant,pbrt-soaos,1048576,129,NA,NA,NA,bvh2,543553304,84220448
cpq,cuda,power-plant,pbrt-soaos,1048576,129,NA,NA,NA,bvh2,543553304,84220448
cpq,cuda,power-plant,pbrt-soaos,1048576,129,NA,NA,NA,bvh2,543553304,84220448
cpq,cuda,power-plant,pbrt-soaos,1048576,129,NA,NA,NA,bvh2,543553304,84220448
cpq,cuda,power-plant,pbrt-soaos,1048576,128,NA,NA,NA,bvh2,543553304,84220448
cpq,cuda,power-plant,pbrt-soaos,1048576,128,NA,NA,NA,bvh2,543553304,84220448
cpq,cuda,power-plant,pbrt-soaos,1048576,127,NA,NA,NA,bvh2,543553304,84220448
cpq,cuda,power-plant,sg-eq-align16,1048576,167,NA,NA,NA,bvh2,501443080,42110224
cpq,cuda,power-plant,sg-eq-align16,1048576,163,NA,NA,NA,bvh2,501443080,42110224
cpq,cuda,power-plant,sg-eq-align16,1048576,163,NA,NA,NA,bvh2,501443080,42110224
cpq,cuda,power-plant,sg-eq-align16,1048576,163,NA,NA,NA,bvh2,501443080,42110224
cpq,cuda,power-plant,sg-eq-align16,1048576,163,NA,NA,NA,bvh2,501443080,42110224
cpq,cuda,power-plant,sg-eq-align16,1048576,163,NA,NA,NA,bvh2,501443080,42110224
cpq,cuda,power-plant,sg-eq-align16,1048576,163,NA,NA,NA,bvh2,501443080,42110224
cpq,cuda,power-plant,sg-eq-align16,1048576,162,NA,NA,NA,bvh2,501443080,42110224
cpq,cuda,power-plant,sg-eq-align16,1048576,164,NA,NA,NA,bvh2,501443080,42110224
cpq,cuda,power-plant,sg-eq,1048576,168,NA,NA,NA,bvh2,490915524,31582668
cpq,cuda,power-plant,sg-eq,1048576,169,NA,NA,NA,bvh2,490915524,31582668
cpq,cuda,power-plant,sg-eq,1048576,168,NA,NA,NA,bvh2,490915524,31582668
cpq,cuda,power-plant,sg-eq,1048576,167,NA,NA,NA,bvh2,490915524,31582668
cpq,cuda,power-plant,sg-eq,1048576,169,NA,NA,NA,bvh2,490915524,31582668
cpq,cuda,power-plant,sg-eq,1048576,166,NA,NA,NA,bvh2,490915524,31582668
cpq,cuda,power-plant,sg-eq,1048576,166,NA,NA,NA,bvh2,490915524,31582668
cpq,cuda,power-plant,sg-eq,1048576,167,NA,NA,NA,bvh2,490915524,31582668
cpq,cuda,power-plant,sg-eq,1048576,167,NA,NA,NA,bvh2,490915524,31582668
