app,machine,scene,layout,ray_count,hits,trace_time-ms,group,ray_type,total-memory-b,bvh-memory-b
rt,x86,hairball,embree-qbvh8,1048576,1048576,87,embree,primary,170650501,66970501
rt,x86,hairball,embree-qbvh8,2097152,2097152,173,embree,primary,170650501,66970501
rt,x86,hairball,embree-qbvh8,4194304,4194304,345,embree,primary,170650501,66970501
rt,x86,hairball,embree-qbvh8,8388608,8388608,699,embree,primary,170650501,66970501
rt,x86,hairball,embree-bvh8,262144,262144,25,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8,524288,524288,49,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8,1048576,1048576,97,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8,2097152,2097152,193,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8,4194304,4194304,383,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8,8388608,8388608,767,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8,262144,262144,22,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8,524288,524288,43,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8,1048576,1048576,85,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8,2097152,2097152,170,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8,4194304,4194304,338,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8,8388608,8388608,677,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8,262144,262144,22,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8,524288,524288,43,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8,1048576,1048576,85,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8,2097152,2097152,169,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8,4194304,4194304,319,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8,8388608,8388608,682,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8,262144,262144,25,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8,524288,524288,49,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8,1048576,1048576,98,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8,2097152,2097152,196,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8,4194304,4194304,391,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8,8388608,8388608,782,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8,262144,262144,23,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8,524288,524288,45,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8,1048576,1048576,89,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8,2097152,2097152,178,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8,4194304,4194304,355,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8,8388608,8388608,709,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8,262144,262144,23,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8,524288,524288,45,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8,1048576,1048576,90,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8,2097152,2097152,179,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8,4194304,4194304,357,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8,8388608,8388608,713,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8,262144,262144,25,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8,524288,524288,49,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8,1048576,1048576,99,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8,2097152,2097152,194,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8,4194304,4194304,386,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8,8388608,8388608,777,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8,262144,262144,23,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8,524288,524288,45,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8,1048576,1048576,90,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8,2097152,2097152,179,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8,4194304,4194304,363,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8,8388608,8388608,713,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8,262144,262144,23,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8,524288,524288,42,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8,1048576,1048576,85,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8,2097152,2097152,170,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8,4194304,4194304,338,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8,8388608,8388608,677,embree,primary,183523868,79843868
rt,x86,hairball,embree-qbvh8i,262144,262144,26,embree,primary,85185265,-18494735
rt,x86,hairball,embree-qbvh8i,524288,524288,49,embree,primary,85185265,-18494735
rt,x86,hairball,embree-qbvh8i,1048576,1048576,98,embree,primary,85185265,-18494735
rt,x86,hairball,embree-qbvh8i,2097152,2097152,196,embree,primary,85185265,-18494735
rt,x86,hairball,embree-qbvh8i,4194304,4194304,394,embree,primary,85185265,-18494735
rt,x86,hairball,embree-qbvh8i,8388608,8388608,778,embree,primary,85185265,-18494735
rt,x86,hairball,embree-qbvh8i,262144,262144,26,embree,primary,85185265,-18494735
rt,x86,hairball,embree-qbvh8i,524288,524288,50,embree,primary,85185265,-18494735
rt,x86,hairball,embree-qbvh8i,1048576,1048576,97,embree,primary,85185265,-18494735
rt,x86,hairball,embree-qbvh8i,2097152,2097152,194,embree,primary,85185265,-18494735
rt,x86,hairball,embree-qbvh8i,4194304,4194304,388,embree,primary,85185265,-18494735
rt,x86,hairball,embree-qbvh8i,8388608,8388608,777,embree,primary,85185265,-18494735
rt,x86,hairball,embree-qbvh8i,262144,262144,28,embree,primary,85185265,-18494735
rt,x86,hairball,embree-qbvh8i,524288,524288,46,embree,primary,85185265,-18494735
rt,x86,hairball,embree-qbvh8i,1048576,1048576,92,embree,primary,85185265,-18494735
rt,x86,hairball,embree-qbvh8i,2097152,2097152,183,embree,primary,85185265,-18494735
rt,x86,hairball,embree-qbvh8i,4194304,4194304,366,embree,primary,85185265,-18494735
rt,x86,hairball,embree-qbvh8i,8388608,8388608,730,embree,primary,85185265,-18494735
rt,x86,hairball,embree-qbvh8i,262144,262144,27,embree,primary,85185265,-18494735
rt,x86,hairball,embree-qbvh8i,524288,524288,52,embree,primary,85185265,-18494735
rt,x86,hairball,embree-qbvh8i,1048576,1048576,104,embree,primary,85185265,-18494735
rt,x86,hairball,embree-qbvh8i,2097152,2097152,207,embree,primary,85185265,-18494735
rt,x86,hairball,embree-qbvh8i,4194304,4194304,417,embree,primary,85185265,-18494735
rt,x86,hairball,embree-qbvh8i,8388608,8388608,829,embree,primary,85185265,-18494735
rt,x86,hairball,embree-qbvh8i,262144,262144,24,embree,primary,85185265,-18494735
rt,x86,hairball,embree-qbvh8i,524288,524288,46,embree,primary,85185265,-18494735
rt,x86,hairball,embree-qbvh8i,1048576,1048576,91,embree,primary,85185265,-18494735
rt,x86,hairball,embree-qbvh8i,2097152,2097152,182,embree,primary,85185265,-18494735
rt,x86,hairball,embree-qbvh8i,4194304,4194304,363,embree,primary,85185265,-18494735
rt,x86,hairball,embree-qbvh8i,8388608,8388608,726,embree,primary,85185265,-18494735
rt,x86,hairball,embree-qbvh8i,262144,262144,26,embree,primary,85185265,-18494735
rt,x86,hairball,embree-qbvh8i,524288,524288,51,embree,primary,85185265,-18494735
rt,x86,hairball,embree-qbvh8i,1048576,1048576,101,embree,primary,85185265,-18494735
rt,x86,hairball,embree-qbvh8i,2097152,2097152,201,embree,primary,85185265,-18494735
rt,x86,hairball,embree-qbvh8i,4194304,4194304,401,embree,primary,85185265,-18494735
rt,x86,hairball,embree-qbvh8i,8388608,8388608,800,embree,primary,85185265,-18494735
rt,x86,hairball,embree-qbvh8i,262144,262144,25,embree,primary,85185265,-18494735
rt,x86,hairball,embree-qbvh8i,524288,524288,48,embree,primary,85185265,-18494735
rt,x86,hairball,embree-qbvh8i,1048576,1048576,96,embree,primary,85185265,-18494735
rt,x86,hairball,embree-qbvh8i,2097152,2097152,192,embree,primary,85185265,-18494735
rt,x86,hairball,embree-qbvh8i,4194304,4194304,383,embree,primary,85185265,-18494735
rt,x86,hairball,embree-qbvh8i,8388608,8388608,768,embree,primary,85185265,-18494735
rt,x86,hairball,embree-qbvh8i,262144,262144,24,embree,primary,85185265,-18494735
rt,x86,hairball,embree-qbvh8i,524288,524288,46,embree,primary,85185265,-18494735
rt,x86,hairball,embree-qbvh8i,1048576,1048576,92,embree,primary,85185265,-18494735
rt,x86,hairball,embree-qbvh8i,2097152,2097152,185,embree,primary,85185265,-18494735
rt,x86,hairball,embree-qbvh8i,4194304,4194304,367,embree,primary,85185265,-18494735
rt,x86,hairball,embree-qbvh8i,8388608,8388608,732,embree,primary,85185265,-18494735
rt,x86,hairball,embree-qbvh8i,262144,262144,24,embree,primary,85185265,-18494735
rt,x86,hairball,embree-qbvh8i,524288,524288,46,embree,primary,85185265,-18494735
rt,x86,hairball,embree-qbvh8i,1048576,1048576,91,embree,primary,85185265,-18494735
rt,x86,hairball,embree-qbvh8i,2097152,2097152,181,embree,primary,85185265,-18494735
rt,x86,hairball,embree-qbvh8i,4194304,4194304,361,embree,primary,85185265,-18494735
rt,x86,hairball,embree-qbvh8i,8388608,8388608,721,embree,primary,85185265,-18494735
rt,x86,hairball,embree-bvh8i,262144,262144,23,embree,primary,98058633,-5621367
rt,x86,hairball,embree-bvh8i,524288,524288,44,embree,primary,98058633,-5621367
rt,x86,hairball,embree-bvh8i,1048576,1048576,88,embree,primary,98058633,-5621367
rt,x86,hairball,embree-bvh8i,2097152,2097152,175,embree,primary,98058633,-5621367
rt,x86,hairball,embree-bvh8i,4194304,4194304,347,embree,primary,98058633,-5621367
rt,x86,hairball,embree-bvh8i,8388608,8388608,697,embree,primary,98058633,-5621367
rt,x86,hairball,embree-bvh8i,262144,262144,24,embree,primary,98058633,-5621367
rt,x86,hairball,embree-bvh8i,524288,524288,44,embree,primary,98058633,-5621367
rt,x86,hairball,embree-bvh8i,1048576,1048576,88,embree,primary,98058633,-5621367
rt,x86,hairball,embree-bvh8i,2097152,2097152,175,embree,primary,98058633,-5621367
rt,x86,hairball,embree-bvh8i,4194304,4194304,349,embree,primary,98058633,-5621367
rt,x86,hairball,embree-bvh8i,8388608,8388608,697,embree,primary,98058633,-5621367
rt,x86,hairball,embree-bvh8i,262144,262144,23,embree,primary,98058633,-5621367
rt,x86,hairball,embree-bvh8i,524288,524288,45,embree,primary,98058633,-5621367
rt,x86,hairball,embree-bvh8i,1048576,1048576,90,embree,primary,98058633,-5621367
rt,x86,hairball,embree-bvh8i,2097152,2097152,180,embree,primary,98058633,-5621367
rt,x86,hairball,embree-bvh8i,4194304,4194304,356,embree,primary,98058633,-5621367
rt,x86,hairball,embree-bvh8i,8388608,8388608,720,embree,primary,98058633,-5621367
rt,x86,hairball,embree-bvh8i,262144,262144,23,embree,primary,98058633,-5621367
rt,x86,hairball,embree-bvh8i,524288,524288,45,embree,primary,98058633,-5621367
rt,x86,hairball,embree-bvh8i,1048576,1048576,90,embree,primary,98058633,-5621367
rt,x86,hairball,embree-bvh8i,2097152,2097152,178,embree,primary,98058633,-5621367
rt,x86,hairball,embree-bvh8i,4194304,4194304,356,embree,primary,98058633,-5621367
rt,x86,hairball,embree-bvh8i,8388608,8388608,712,embree,primary,98058633,-5621367
rt,x86,hairball,embree-bvh8i,262144,262144,23,embree,primary,98058633,-5621367
rt,x86,hairball,embree-bvh8i,524288,524288,44,embree,primary,98058633,-5621367
rt,x86,hairball,embree-bvh8i,1048576,1048576,88,embree,primary,98058633,-5621367
rt,x86,hairball,embree-bvh8i,2097152,2097152,174,embree,primary,98058633,-5621367
rt,x86,hairball,embree-bvh8i,4194304,4194304,349,embree,primary,98058633,-5621367
rt,x86,hairball,embree-bvh8i,8388608,8388608,696,embree,primary,98058633,-5621367
rt,x86,hairball,embree-bvh8i,262144,262144,25,embree,primary,98058633,-5621367
rt,x86,hairball,embree-bvh8i,524288,524288,48,embree,primary,98058633,-5621367
rt,x86,hairball,embree-bvh8i,1048576,1048576,97,embree,primary,98058633,-5621367
rt,x86,hairball,embree-bvh8i,2097152,2097152,191,embree,primary,98058633,-5621367
rt,x86,hairball,embree-bvh8i,4194304,4194304,381,embree,primary,98058633,-5621367
rt,x86,hairball,embree-bvh8i,8388608,8388608,768,embree,primary,98058633,-5621367
rt,x86,hairball,embree-bvh8i,262144,262144,23,embree,primary,98058633,-5621367
rt,x86,hairball,embree-bvh8i,524288,524288,44,embree,primary,98058633,-5621367
rt,x86,hairball,embree-bvh8i,1048576,1048576,87,embree,primary,98058633,-5621367
rt,x86,hairball,embree-bvh8i,2097152,2097152,173,embree,primary,98058633,-5621367
rt,x86,hairball,embree-bvh8i,4194304,4194304,347,embree,primary,98058633,-5621367
rt,x86,hairball,embree-bvh8i,8388608,8388608,691,embree,primary,98058633,-5621367
rt,x86,hairball,embree-bvh8i,262144,262144,24,embree,primary,98058633,-5621367
rt,x86,hairball,embree-bvh8i,524288,524288,46,embree,primary,98058633,-5621367
rt,x86,hairball,embree-bvh8i,1048576,1048576,92,embree,primary,98058633,-5621367
rt,x86,hairball,embree-bvh8i,2097152,2097152,184,embree,primary,98058633,-5621367
rt,x86,hairball,embree-bvh8i,4194304,4194304,370,embree,primary,98058633,-5621367
rt,x86,hairball,embree-bvh8i,8388608,8388608,734,embree,primary,98058633,-5621367
rt,x86,hairball,embree-bvh8i,262144,262144,25,embree,primary,98058633,-5621367
rt,x86,hairball,embree-bvh8i,524288,524288,46,embree,primary,98058633,-5621367
rt,x86,hairball,embree-bvh8i,1048576,1048576,91,embree,primary,98058633,-5621367
rt,x86,hairball,embree-bvh8i,2097152,2097152,182,embree,primary,98058633,-5621367
rt,x86,hairball,embree-bvh8i,4194304,4194304,362,embree,primary,98058633,-5621367
rt,x86,hairball,embree-bvh8i,8388608,8388608,724,embree,primary,98058633,-5621367
rt,x86,hairball,embree-bvh8v,262144,262144,23,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8v,524288,524288,45,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8v,1048576,1048576,90,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8v,2097152,2097152,179,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8v,4194304,4194304,357,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8v,8388608,8388608,719,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8v,262144,262144,24,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8v,524288,524288,46,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8v,1048576,1048576,92,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8v,2097152,2097152,183,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8v,4194304,4194304,364,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8v,8388608,8388608,727,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8v,262144,262144,24,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8v,524288,524288,47,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8v,1048576,1048576,92,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8v,2097152,2097152,186,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8v,4194304,4194304,362,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8v,8388608,8388608,737,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8v,262144,262144,24,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8v,524288,524288,45,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8v,1048576,1048576,89,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8v,2097152,2097152,179,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8v,4194304,4194304,357,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8v,8388608,8388608,710,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8v,262144,262144,25,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8v,524288,524288,47,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8v,1048576,1048576,95,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8v,2097152,2097152,188,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8v,4194304,4194304,375,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8v,8388608,8388608,750,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8v,262144,262144,25,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8v,524288,524288,48,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8v,1048576,1048576,94,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8v,2097152,2097152,188,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8v,4194304,4194304,376,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8v,8388608,8388608,755,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8v,262144,262144,24,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8v,524288,524288,46,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8v,1048576,1048576,92,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8v,2097152,2097152,183,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8v,4194304,4194304,366,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8v,8388608,8388608,730,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8v,262144,262144,27,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8v,524288,524288,51,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8v,1048576,1048576,101,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8v,2097152,2097152,204,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8v,4194304,4194304,403,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8v,8388608,8388608,805,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8v,262144,262144,23,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8v,524288,524288,45,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8v,1048576,1048576,90,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8v,2097152,2097152,180,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8v,4194304,4194304,358,embree,primary,183523868,79843868
rt,x86,hairball,embree-bvh8v,8388608,8388608,699,embree,primary,183523868,79843868
rt,x86,white-oak,embree-qbvh8,262144,257939,24,embree,primary,2191523,868163
rt,x86,white-oak,embree-qbvh8,524288,515856,46,embree,primary,2191523,868163
rt,x86,white-oak,embree-qbvh8,1048576,1031733,92,embree,primary,2191523,868163
rt,x86,white-oak,embree-qbvh8,2097152,2063483,185,embree,primary,2191523,868163
rt,x86,white-oak,embree-qbvh8,4194304,4126917,370,embree,primary,2191523,868163
rt,x86,white-oak,embree-qbvh8,8388608,8253870,740,embree,primary,2191523,868163
rt,x86,white-oak,embree-qbvh8,262144,257939,22,embree,primary,2191523,868163
rt,x86,white-oak,embree-qbvh8,524288,515856,44,embree,primary,2191523,868163
rt,x86,white-oak,embree-qbvh8,1048576,1031733,88,embree,primary,2191523,868163
rt,x86,white-oak,embree-qbvh8,2097152,2063483,177,embree,primary,2191523,868163
rt,x86,white-oak,embree-qbvh8,4194304,4126917,353,embree,primary,2191523,868163
rt,x86,white-oak,embree-qbvh8,8388608,8253870,701,embree,primary,2191523,868163
rt,x86,white-oak,embree-qbvh8,262144,257939,23,embree,primary,2191523,868163
rt,x86,white-oak,embree-qbvh8,524288,515856,61,embree,primary,2191523,868163
rt,x86,white-oak,embree-qbvh8,1048576,1031733,89,embree,primary,2191523,868163
rt,x86,white-oak,embree-qbvh8,2097152,2063483,177,embree,primary,2191523,868163
rt,x86,white-oak,embree-qbvh8,4194304,4126917,355,embree,primary,2191523,868163
rt,x86,white-oak,embree-qbvh8,8388608,8253870,706,embree,primary,2191523,868163
rt,x86,white-oak,embree-qbvh8,262144,257939,23,embree,primary,2191523,868163
rt,x86,white-oak,embree-qbvh8,524288,515856,44,embree,primary,2191523,868163
rt,x86,white-oak,embree-qbvh8,1048576,1031733,85,embree,primary,2191523,868163
rt,x86,white-oak,embree-qbvh8,2097152,2063483,171,embree,primary,2191523,868163
rt,x86,white-oak,embree-qbvh8,4194304,4126917,342,embree,primary,2191523,868163
rt,x86,white-oak,embree-qbvh8,8388608,8253870,684,embree,primary,2191523,868163
rt,x86,white-oak,embree-qbvh8,262144,257939,22,embree,primary,2191523,868163
rt,x86,white-oak,embree-qbvh8,524288,515856,42,embree,primary,2191523,868163
rt,x86,white-oak,embree-qbvh8,1048576,1031733,83,embree,primary,2191523,868163
rt,x86,white-oak,embree-qbvh8,2097152,2063483,166,embree,primary,2191523,868163
rt,x86,white-oak,embree-qbvh8,4194304,4126917,330,embree,primary,2191523,868163
rt,x86,white-oak,embree-qbvh8,8388608,8253870,667,embree,primary,2191523,868163
rt,x86,white-oak,embree-qbvh8,262144,257939,24,embree,primary,2191523,868163
rt,x86,white-oak,embree-qbvh8,524288,515856,45,embree,primary,2191523,868163
rt,x86,white-oak,embree-qbvh8,1048576,1031733,92,embree,primary,2191523,868163
rt,x86,white-oak,embree-qbvh8,2097152,2063483,181,embree,primary,2191523,868163
rt,x86,white-oak,embree-qbvh8,4194304,4126917,362,embree,primary,2191523,868163
rt,x86,white-oak,embree-qbvh8,8388608,8253870,723,embree,primary,2191523,868163
rt,x86,white-oak,embree-qbvh8,262144,257939,23,embree,primary,2191523,868163
rt,x86,white-oak,embree-qbvh8,524288,515856,44,embree,primary,2191523,868163
rt,x86,white-oak,embree-qbvh8,1048576,1031733,87,embree,primary,2191523,868163
rt,x86,white-oak,embree-qbvh8,2097152,2063483,173,embree,primary,2191523,868163
rt,x86,white-oak,embree-qbvh8,4194304,4126917,351,embree,primary,2191523,868163
rt,x86,white-oak,embree-qbvh8,8388608,8253870,693,embree,primary,2191523,868163
rt,x86,white-oak,embree-qbvh8,262144,257939,23,embree,primary,2191523,868163
rt,x86,white-oak,embree-qbvh8,524288,515856,44,embree,primary,2191523,868163
rt,x86,white-oak,embree-qbvh8,1048576,1031733,88,embree,primary,2191523,868163
rt,x86,white-oak,embree-qbvh8,2097152,2063483,176,embree,primary,2191523,868163
rt,x86,white-oak,embree-qbvh8,4194304,4126917,353,embree,primary,2191523,868163
rt,x86,white-oak,embree-qbvh8,8388608,8253870,702,embree,primary,2191523,868163
rt,x86,white-oak,embree-qbvh8,262144,257939,23,embree,primary,2191523,868163
rt,x86,white-oak,embree-qbvh8,524288,515856,46,embree,primary,2191523,868163
rt,x86,white-oak,embree-qbvh8,1048576,1031733,94,embree,primary,2191523,868163
rt,x86,white-oak,embree-qbvh8,2097152,2063483,184,embree,primary,2191523,868163
rt,x86,white-oak,embree-qbvh8,4194304,4126917,368,embree,primary,2191523,868163
rt,x86,white-oak,embree-qbvh8,8388608,8253870,734,embree,primary,2191523,868163
rt,x86,white-oak,embree-bvh8,262144,257939,22,embree,primary,2398093,1074733
rt,x86,white-oak,embree-bvh8,524288,515856,44,embree,primary,2398093,1074733
rt,x86,white-oak,embree-bvh8,1048576,1031733,88,embree,primary,2398093,1074733
rt,x86,white-oak,embree-bvh8,2097152,2063483,175,embree,primary,2398093,1074733
rt,x86,white-oak,embree-bvh8,4194304,4126917,354,embree,primary,2398093,1074733
rt,x86,white-oak,embree-bvh8,8388608,8253870,702,embree,primary,2398093,1074733
rt,x86,white-oak,embree-bvh8,262144,257939,23,embree,primary,2398093,1074733
rt,x86,white-oak,embree-bvh8,524288,515856,44,embree,primary,2398093,1074733
rt,x86,white-oak,embree-bvh8,1048576,1031733,86,embree,primary,2398093,1074733
rt,x86,white-oak,embree-bvh8,2097152,2063483,172,embree,primary,2398093,1074733
rt,x86,white-oak,embree-bvh8,4194304,4126917,347,embree,primary,2398093,1074733
rt,x86,white-oak,embree-bvh8,8388608,8253870,690,embree,primary,2398093,1074733
rt,x86,white-oak,embree-bvh8,262144,257939,22,embree,primary,2398093,1074733
rt,x86,white-oak,embree-bvh8,524288,515856,43,embree,primary,2398093,1074733
rt,x86,white-oak,embree-bvh8,1048576,1031733,86,embree,primary,2398093,1074733
rt,x86,white-oak,embree-bvh8,2097152,2063483,173,embree,primary,2398093,1074733
rt,x86,white-oak,embree-bvh8,4194304,4126917,346,embree,primary,2398093,1074733
rt,x86,white-oak,embree-bvh8,8388608,8253870,691,embree,primary,2398093,1074733
rt,x86,white-oak,embree-bvh8,262144,257939,21,embree,primary,2398093,1074733
rt,x86,white-oak,embree-bvh8,524288,515856,42,embree,primary,2398093,1074733
rt,x86,white-oak,embree-bvh8,1048576,1031733,83,embree,primary,2398093,1074733
rt,x86,white-oak,embree-bvh8,2097152,2063483,166,embree,primary,2398093,1074733
rt,x86,white-oak,embree-bvh8,4194304,4126917,332,embree,primary,2398093,1074733
rt,x86,white-oak,embree-bvh8,8388608,8253870,663,embree,primary,2398093,1074733
rt,x86,white-oak,embree-bvh8,262144,257939,22,embree,primary,2398093,1074733
rt,x86,white-oak,embree-bvh8,524288,515856,43,embree,primary,2398093,1074733
rt,x86,white-oak,embree-bvh8,1048576,1031733,85,embree,primary,2398093,1074733
rt,x86,white-oak,embree-bvh8,2097152,2063483,171,embree,primary,2398093,1074733
rt,x86,white-oak,embree-bvh8,4194304,4126917,343,embree,primary,2398093,1074733
rt,x86,white-oak,embree-bvh8,8388608,8253870,686,embree,primary,2398093,1074733
rt,x86,white-oak,embree-bvh8,262144,257939,22,embree,primary,2398093,1074733
rt,x86,white-oak,embree-bvh8,524288,515856,43,embree,primary,2398093,1074733
rt,x86,white-oak,embree-bvh8,1048576,1031733,87,embree,primary,2398093,1074733
rt,x86,white-oak,embree-bvh8,2097152,2063483,173,embree,primary,2398093,1074733
rt,x86,white-oak,embree-bvh8,4194304,4126917,346,embree,primary,2398093,1074733
rt,x86,white-oak,embree-bvh8,8388608,8253870,693,embree,primary,2398093,1074733
rt,x86,white-oak,embree-bvh8,262144,257939,21,embree,primary,2398093,1074733
rt,x86,white-oak,embree-bvh8,524288,515856,40,embree,primary,2398093,1074733
rt,x86,white-oak,embree-bvh8,1048576,1031733,82,embree,primary,2398093,1074733
rt,x86,white-oak,embree-bvh8,2097152,2063483,162,embree,primary,2398093,1074733
rt,x86,white-oak,embree-bvh8,4194304,4126917,327,embree,primary,2398093,1074733
rt,x86,white-oak,embree-bvh8,8388608,8253870,649,embree,primary,2398093,1074733
rt,x86,white-oak,embree-bvh8,262144,257939,23,embree,primary,2398093,1074733
rt,x86,white-oak,embree-bvh8,524288,515856,43,embree,primary,2398093,1074733
rt,x86,white-oak,embree-bvh8,1048576,1031733,87,embree,primary,2398093,1074733
rt,x86,white-oak,embree-bvh8,2097152,2063483,173,embree,primary,2398093,1074733
rt,x86,white-oak,embree-bvh8,4194304,4126917,348,embree,primary,2398093,1074733
rt,x86,white-oak,embree-bvh8,8388608,8253870,695,embree,primary,2398093,1074733
rt,x86,white-oak,embree-bvh8,262144,257939,23,embree,primary,2398093,1074733
rt,x86,white-oak,embree-bvh8,524288,515856,44,embree,primary,2398093,1074733
rt,x86,white-oak,embree-bvh8,1048576,1031733,88,embree,primary,2398093,1074733
rt,x86,white-oak,embree-bvh8,2097152,2063483,175,embree,primary,2398093,1074733
